Episode;Step;Action;Action type;Reward
28;32;2;Model;16
28;33;2;Model;13
28;34;2;Model;12
28;35;6;Random;13
28;36;2;Model;11
28;37;2;Model;13
28;38;6;Random;17
28;39;2;Model;14
28;40;7;Random;17
28;41;2;Model;14
28;42;2;Model;10
28;43;2;Model;5
28;44;2;Model;1
28;45;2;Model;0
29;1;5;Random;13
29;2;3;Model;11
29;3;3;Model;13
29;4;3;Model;15
29;5;3;Model;15
29;6;5;Model;6
29;7;5;Model;1
29;8;2;Random;0
29;9;5;Model;0
29;10;1;Model;0
30;1;9;Random;19
30;2;0;Random;24
30;3;5;Model;11
30;4;5;Model;4
30;5;5;Model;1
30;6;8;Model;0
30;7;8;Model;0
30;8;8;Model;0
30;9;8;Model;0
30;10;8;Model;0
30;11;8;Model;0
30;12;8;Model;0
30;13;8;Model;0
30;14;8;Random;0
30;15;2;Random;0
30;16;1;Model;0
30;17;3;Random;0
30;18;1;Model;0
30;19;1;Model;0
30;20;1;Model;0
30;21;1;Model;0
30;22;4;Random;3
30;23;1;Model;6
30;24;5;Random;1
30;25;1;Model;1
30;26;1;Model;1
30;27;8;Random;1
30;28;1;Model;1
30;29;1;Model;1
30;30;1;Model;1
30;31;8;Random;0
30;32;1;Model;0
30;33;1;Model;0
30;34;4;Random;2
30;35;1;Model;4
30;36;2;Random;5
30;37;1;Model;4
30;38;1;Model;2
30;39;1;Model;3
30;40;1;Model;3
30;41;1;Model;3
30;42;1;Model;1
30;43;6;Model;5
31;1;9;Random;19
31;2;1;Model;12
31;3;0;Model;19
31;4;0;Model;24
31;5;0;Model;27
31;6;9;Random;26
31;7;0;Model;29
31;8;0;Model;30
31;9;0;Model;31
31;10;0;Model;28
31;11;0;Model;25
31;12;0;Model;23
31;13;5;Model;10
31;14;5;Model;3
31;15;7;Model;6
31;16;5;Model;1
31;17;3;Model;1
31;18;5;Model;0
31;19;3;Model;0
32;1;0;Random;25
32;2;3;Model;27
32;3;3;Model;29
32;4;3;Model;30
32;5;3;Model;30
32;6;3;Model;30
32;7;0;Random;32
32;8;3;Model;33
32;9;3;Model;31
32;10;3;Model;26
32;11;3;Model;20
32;12;3;Model;18
32;13;3;Random;19
32;14;1;Random;17
32;15;5;Model;7
32;16;5;Model;1
32;17;5;Model;0
32;18;5;Model;0
32;19;2;Model;0
33;1;7;Random;27
33;2;1;Model;24
33;3;4;Model;39
33;4;4;Model;58
33;5;3;Model;56
33;6;3;Model;57
33;7;0;Random;60
33;8;3;Model;58
33;9;3;Model;57
33;10;3;Model;56
33;11;7;Random;56
33;12;3;Model;60
33;13;3;Model;59
33;14;3;Model;54
33;15;1;Model;55
33;16;1;Model;55
33;17;5;Random;32
33;18;2;Random;35
33;19;1;Model;34
33;20;1;Model;34
33;21;1;Model;38
33;22;1;Model;40
33;23;1;Model;39
33;24;1;Model;41
33;25;1;Model;41
33;26;1;Model;41
33;27;1;Model;43
33;28;1;Model;39
33;29;6;Random;45
33;30;1;Random;43
33;31;9;Model;37
33;32;9;Model;32
33;33;9;Model;27
33;34;9;Model;32
33;35;9;Model;35
33;36;9;Model;40
33;37;9;Model;45
33;38;9;Model;48
33;39;9;Model;54
33;40;9;Model;51
33;41;9;Model;50
33;42;6;Model;51
33;43;9;Model;50
33;44;6;Model;51
33;45;3;Model;52
33;46;3;Model;53
33;47;3;Model;51
33;48;3;Model;46
33;49;3;Model;40
33;50;3;Model;42
33;51;5;Random;22
33;52;3;Model;21
33;53;3;Model;26
33;54;3;Model;28
33;55;3;Random;29
33;56;0;Model;26
33;57;0;Model;24
33;58;0;Model;24
33;59;3;Random;24
33;60;1;Random;25
33;61;0;Model;24
33;62;4;Model;43
33;63;0;Model;42
33;64;0;Model;39
33;65;5;Random;28
33;66;0;Model;28
33;67;4;Model;41
33;68;3;Model;37
33;69;3;Model;36
33;70;1;Random;35
33;71;3;Model;33
33;72;4;Model;45
33;73;3;Model;43
33;74;0;Model;41
33;75;3;Model;30
33;76;3;Model;20
34;1;7;Random;27
34;2;2;Model;25
34;3;2;Random;29
34;4;1;Model;27
34;5;1;Model;23
34;6;8;Model;17
34;7;2;Model;16
34;8;5;Random;8
34;9;2;Model;7
34;10;6;Model;12
34;11;6;Model;15
34;12;5;Random;4
34;13;2;Random;4
34;14;3;Random;4
34;15;6;Model;7
34;16;6;Model;6
34;17;6;Model;7
34;18;6;Model;9
34;19;6;Model;6
34;20;7;Model;5
34;21;1;Random;7
34;22;6;Model;4
34;23;7;Random;3
34;24;6;Model;2
34;25;6;Model;5
34;26;7;Model;6
34;27;5;Random;1
34;28;6;Model;0
34;29;6;Model;0
34;30;6;Model;0
34;31;6;Model;0
34;32;6;Model;0
34;33;6;Model;1
34;34;6;Model;1
34;35;7;Model;0
34;36;6;Model;1
34;37;3;Model;1
34;38;6;Model;1
34;39;8;Model;1
34;40;1;Model;1
34;41;7;Model;1
34;42;4;Random;6
34;43;3;Random;4
34;44;8;Model;7
34;45;1;Model;7
34;46;6;Model;8
34;47;2;Model;9
34;48;6;Random;8
34;49;8;Model;6
34;50;8;Random;3
34;51;2;Model;2
34;52;2;Model;2
34;53;8;Random;2
34;54;2;Model;1
34;55;6;Random;2
34;56;2;Model;1
34;57;2;Model;0
34;58;4;Random;2
34;59;2;Model;0
34;60;2;Model;0
35;1;5;Random;13
35;2;4;Model;23
35;3;4;Model;39
35;4;4;Model;55
35;5;4;Model;74
35;6;4;Model;94
36;1;7;Random;27
36;2;4;Model;42
36;3;4;Model;64
36;4;4;Model;79
36;5;4;Model;96
37;1;4;Random;39
37;2;4;Model;55
37;3;1;Random;50
37;4;4;Model;69
37;5;6;Random;70
38;1;8;Random;23
38;2;4;Model;32
38;3;4;Model;45
38;4;9;Random;46
38;5;8;Random;37
38;6;4;Model;60
38;7;4;Model;89
39;1;5;Random;13
39;2;9;Model;6
39;3;8;Random;4
39;4;9;Model;0
39;5;4;Model;7
39;6;6;Model;12
39;7;5;Random;4
39;8;6;Model;12
39;9;6;Model;19
39;10;6;Model;20
39;11;7;Model;21
39;12;7;Model;14
39;13;7;Model;9
39;14;7;Model;7
39;15;7;Model;10
39;16;3;Model;13
39;17;3;Model;16
39;18;3;Model;18
39;19;3;Model;15
39;20;1;Random;16
39;21;1;Random;19
39;22;3;Model;16
39;23;3;Model;13
39;24;3;Model;11
39;25;3;Model;10
39;26;3;Model;12
39;27;8;Model;9
39;28;8;Model;13
39;29;8;Model;11
39;30;8;Model;13
39;31;4;Model;26
39;32;4;Random;41
39;33;4;Model;52
39;34;4;Model;75
39;35;2;Random;72
40;1;7;Random;27
40;2;7;Model;30
40;3;3;Model;32
40;4;2;Random;30
40;5;3;Model;32
40;6;3;Model;32
40;7;3;Model;32
40;8;3;Model;33
40;9;3;Model;31
40;10;3;Model;26
40;11;3;Model;20
40;12;3;Model;18
40;13;3;Model;19
40;14;3;Model;19
40;15;3;Model;20
40;16;3;Model;23
40;17;3;Random;25
40;18;3;Model;27
40;19;3;Model;28
40;20;3;Model;30
40;21;3;Model;34
40;22;3;Model;37
40;23;3;Model;36
40;24;3;Model;36
40;25;3;Model;36
40;26;3;Random;32
40;27;5;Random;21
40;28;3;Model;17
40;29;3;Model;15
40;30;3;Model;16
40;31;3;Model;17
40;32;9;Random;17
40;33;3;Model;19
40;34;3;Model;19
40;35;8;Model;16
40;36;3;Model;17
40;37;3;Model;12
40;38;6;Random;19
40;39;3;Model;14
40;40;3;Random;9
40;41;8;Model;12
40;42;2;Model;17
40;43;2;Model;16
40;44;2;Model;15
40;45;8;Model;10
40;46;3;Model;11
40;47;2;Model;10
40;48;2;Model;8
40;49;2;Model;6
40;50;3;Model;8
40;51;3;Model;10
40;52;3;Model;11
40;53;3;Model;13
40;54;3;Model;16
40;55;3;Model;12
40;56;3;Model;8
40;57;3;Model;5
40;58;3;Model;3
41;1;1;Random;19
41;2;7;Random;24
41;3;2;Model;23
41;4;2;Model;27
41;5;2;Model;29
41;6;2;Model;28
41;7;2;Model;27
41;8;2;Model;28
41;9;2;Model;27
41;10;2;Model;25
41;11;5;Random;11
41;12;3;Random;15
41;13;6;Model;12
41;14;4;Model;27
41;15;6;Model;28
41;16;3;Random;30
41;17;9;Random;29
41;18;6;Model;30
41;19;4;Model;51
41;20;6;Model;51
41;21;6;Model;47
41;22;1;Random;45
41;23;4;Random;66
41;24;8;Model;57
41;25;4;Model;77
41;26;4;Model;104
42;1;0;Random;25
42;2;7;Model;28
42;3;7;Model;31
42;4;0;Random;28
42;5;7;Model;28
42;6;7;Model;27
42;7;4;Model;44
42;8;4;Model;70
42;9;4;Model;96
42;10;7;Random;85
43;1;0;Random;25
43;2;4;Model;42
43;3;6;Random;43
43;4;4;Model;60
43;5;4;Model;79
43;6;4;Model;110
44;1;5;Random;13
44;2;4;Model;23
44;3;6;Random;29
44;4;4;Model;39
44;5;4;Model;56
44;6;4;Model;75
44;7;4;Model;99
45;1;8;Random;23
45;2;4;Model;32
45;3;4;Model;45
45;4;8;Random;37
45;5;1;Model;33
45;6;1;Model;25
45;7;6;Random;36
45;8;1;Model;27
45;9;4;Model;46
45;10;1;Model;37
46;1;4;Random;39
46;2;5;Model;23
46;3;1;Model;19
46;4;6;Model;27
46;5;6;Model;32
46;6;4;Random;38
46;7;6;Model;46
46;8;4;Model;59
46;9;9;Random;52
46;10;6;Model;59
46;11;5;Random;46
46;12;5;Model;32
46;13;6;Model;35
46;14;6;Model;37
46;15;6;Model;36
46;16;6;Model;36
46;17;1;Random;37
46;18;6;Model;33
46;19;6;Model;30
46;20;6;Model;29
46;21;6;Model;23
46;22;6;Model;18
46;23;6;Model;15
46;24;5;Random;7
46;25;7;Model;10
46;26;8;Random;7
46;27;2;Random;3
46;28;9;Model;7
46;29;9;Model;9
46;30;8;Model;10
46;31;6;Random;6
46;32;7;Model;7
46;33;7;Model;11
46;34;1;Model;10
46;35;1;Model;9
46;36;0;Model;10
46;37;3;Random;13
46;38;1;Model;12
46;39;1;Model;13
46;40;1;Model;15
46;41;0;Model;13
46;42;1;Model;15
46;43;1;Model;14
46;44;6;Model;11
46;45;1;Model;11
46;46;6;Model;11
46;47;2;Random;11
46;48;6;Model;9
46;49;6;Model;6
46;50;7;Random;5
46;51;2;Model;6
46;52;2;Model;10
46;53;2;Model;14
46;54;2;Model;17
46;55;4;Random;29
46;56;2;Model;29
46;57;2;Model;28
46;58;2;Model;27
46;59;2;Model;27
46;60;2;Model;28
46;61;2;Model;26
46;62;6;Random;23
46;63;9;Random;26
46;64;7;Model;30
46;65;2;Model;28
46;66;2;Model;23
46;67;2;Model;21
46;68;2;Model;20
46;69;2;Model;16
46;70;2;Model;11
46;71;2;Random;6
46;72;2;Model;2
47;1;1;Random;19
47;2;3;Model;19
47;3;3;Model;21
47;4;3;Model;23
47;5;3;Model;24
47;6;8;Random;16
47;7;3;Model;17
47;8;3;Model;20
47;9;3;Model;22
47;10;3;Model;24
47;11;7;Random;20
47;12;5;Model;10
47;13;5;Model;2
47;14;5;Model;0
47;15;5;Model;0
47;16;0;Model;0
48;1;3;Random;24
48;2;6;Model;25
48;3;6;Model;28
48;4;6;Random;33
48;5;9;Model;28
48;6;6;Model;33
48;7;6;Model;31
48;8;6;Model;28
48;9;0;Model;26
48;10;8;Random;33
48;11;6;Model;35
48;12;0;Model;32
48;13;0;Model;29
48;14;1;Random;32
48;15;0;Model;29
48;16;5;Random;15
48;17;7;Model;10
48;18;7;Model;10
48;19;7;Model;14
48;20;7;Model;14
48;21;7;Random;13
48;22;7;Model;9
48;23;7;Model;9
48;24;7;Model;13
48;25;7;Model;17
48;26;7;Model;21
48;27;7;Model;20
48;28;7;Model;16
48;29;5;Random;7
48;30;7;Model;4
48;31;7;Model;1
48;32;8;Random;4
48;33;7;Model;1
48;34;7;Model;3
48;35;7;Model;6
48;36;7;Model;7
48;37;7;Model;7
48;38;7;Model;5
48;39;7;Model;3
48;40;7;Model;4
48;41;7;Model;6
48;42;7;Model;3
48;43;3;Model;2
48;44;3;Random;1
48;45;3;Model;3
48;46;0;Random;5
48;47;7;Model;5
48;48;7;Model;3
48;49;7;Model;0
49;1;9;Random;19
49;2;8;Random;12
49;3;1;Model;7
49;4;0;Model;12
49;5;1;Model;7
49;6;1;Model;2
49;7;5;Model;0
49;8;5;Model;0
49;9;5;Model;0
49;10;6;Model;0
49;11;5;Model;0
49;12;7;Model;0
50;1;5;Random;13
50;2;9;Model;6
50;3;9;Random;5
50;4;6;Random;6
50;5;5;Model;2
50;6;5;Model;0
50;7;5;Model;0
50;8;4;Random;0
51;1;2;Random;27
51;2;8;Random;24
51;3;5;Model;14
51;4;5;Model;5
51;5;5;Model;0
51;6;5;Model;0
51;7;0;Random;0
52;1;7;Random;27
52;2;7;Model;30
52;3;2;Model;28
52;4;7;Model;31
52;5;0;Random;28
52;6;7;Model;28
52;7;3;Model;30
52;8;3;Model;31
52;9;3;Random;33
52;10;3;Model;28
52;11;3;Model;24
52;12;3;Model;23
52;13;3;Model;21
52;14;3;Model;20
52;15;3;Model;21
52;16;3;Model;24
52;17;3;Model;29
52;18;3;Model;31
52;19;3;Model;31
52;20;3;Model;33
52;21;3;Model;37
52;22;3;Model;39
52;23;3;Model;38
52;24;3;Model;33
52;25;3;Model;30
52;26;3;Model;27
52;27;3;Model;23
52;28;3;Model;23
52;29;3;Model;25
52;30;2;Random;23
52;31;2;Random;23
52;32;3;Model;23
52;33;3;Model;25
52;34;3;Model;25
52;35;5;Random;11
52;36;3;Model;14
52;37;3;Model;16
52;38;3;Model;18
52;39;3;Model;14
52;40;3;Model;9
52;41;3;Model;5
52;42;3;Model;3
52;43;3;Model;1
53;1;7;Random;27
53;2;4;Model;42
53;3;1;Random;39
53;4;4;Model;58
53;5;4;Model;76
53;6;4;Model;96
54;1;3;Random;24
54;2;3;Model;26
54;3;3;Model;27
54;4;3;Model;27
54;5;3;Model;27
54;6;4;Random;41
54;7;3;Model;40
54;8;3;Model;41
54;9;3;Model;39
54;10;3;Model;35
54;11;3;Model;32
54;12;1;Random;32
54;13;2;Random;34
54;14;3;Model;32
54;15;3;Model;29
54;16;3;Model;27
54;17;3;Model;28
54;18;3;Model;29
54;19;3;Model;29
54;20;3;Model;30
54;21;3;Model;34
54;22;3;Model;36
54;23;3;Model;36
54;24;3;Model;37
54;25;3;Model;38
54;26;3;Model;35
54;27;4;Random;47
54;28;3;Model;43
54;29;3;Model;47
54;30;8;Random;38
54;31;3;Model;42
54;32;3;Model;47
54;33;8;Random;37
54;34;3;Model;42
54;35;8;Random;30
54;36;7;Random;42
54;37;3;Model;47
54;38;3;Model;48
54;39;3;Model;51
54;40;3;Model;48
54;41;3;Model;45
54;42;3;Model;42
54;43;3;Model;39
54;44;3;Model;37
54;45;3;Model;35
54;46;3;Model;28
55;1;7;Random;27
55;2;5;Model;14
55;3;5;Model;7
55;4;5;Model;1
55;5;3;Model;0
55;6;5;Model;0
55;7;0;Random;0
56;1;8;Random;23
56;2;1;Model;16
56;3;5;Model;7
56;4;1;Model;2
56;5;1;Model;1
56;6;1;Model;0
56;7;5;Model;0
56;8;9;Model;0
56;9;8;Random;0
56;10;2;Model;0
56;11;2;Model;0
56;12;7;Random;0
56;13;9;Model;0
56;14;8;Model;1
56;15;2;Model;0
56;16;4;Model;2
56;17;8;Model;1
56;18;4;Model;6
56;19;4;Model;12
56;20;9;Random;17
56;21;4;Model;27
56;22;4;Model;44
56;23;4;Model;67
57;1;4;Random;39
57;2;4;Model;55
57;3;4;Model;74
57;4;4;Model;94
58;1;1;Random;19
58;2;4;Model;35
58;3;4;Model;50
58;4;4;Model;69
58;5;4;Model;95
59;1;7;Random;27
59;2;4;Model;42
59;3;4;Model;64
59;4;4;Model;79
59;5;6;Random;81
60;1;2;Random;27
60;2;4;Model;36
60;3;4;Model;50
60;4;4;Model;70
60;5;1;Model;64
61;1;2;Random;27
61;2;1;Model;23
61;3;1;Model;16
61;4;1;Model;10
61;5;9;Random;2
61;6;2;Model;4
61;7;2;Model;4
61;8;1;Model;2
61;9;1;Model;2
61;10;1;Model;4
61;11;2;Model;4
61;12;8;Random;3
61;13;2;Model;1
61;14;2;Model;1
61;15;2;Model;2
61;16;4;Model;9
61;17;2;Model;12
61;18;6;Model;16
61;19;8;Model;20
61;20;4;Model;29
61;21;8;Model;33
61;22;4;Model;49
61;23;8;Model;57
62;1;2;Random;27
62;2;6;Model;32
62;3;0;Random;32
62;4;6;Model;34
62;5;6;Model;33
62;6;6;Model;33
62;7;6;Model;35
62;8;6;Model;32
62;9;6;Model;27
62;10;6;Model;24
62;11;6;Model;24
62;12;6;Model;20
62;13;4;Random;28
62;14;6;Model;26
62;15;6;Model;28
62;16;6;Model;29
62;17;6;Model;35
62;18;6;Model;36
62;19;6;Model;40
62;20;6;Model;47
62;21;6;Model;48
62;22;6;Model;51
62;23;6;Model;49
62;24;6;Model;46
62;25;6;Model;38
62;26;6;Model;25
62;27;3;Model;30
62;28;6;Model;19
62;29;3;Model;25
62;30;3;Model;29
62;31;3;Model;33
62;32;6;Model;28
62;33;3;Model;32
62;34;3;Model;34
62;35;3;Model;38
62;36;2;Random;34
62;37;7;Random;36
62;38;1;Random;38
62;39;3;Model;41
62;40;3;Model;42
62;41;3;Model;41
62;42;3;Model;37
62;43;9;Model;35
62;44;6;Model;37
62;45;9;Model;35
62;46;4;Model;50
62;47;4;Model;69
62;48;6;Model;73
63;1;0;Random;25
63;2;4;Model;42
63;3;4;Model;61
63;4;4;Model;78
63;5;2;Model;75
64;1;3;Random;24
64;2;2;Model;23
64;3;2;Model;27
64;4;2;Model;29
64;5;2;Model;28
64;6;2;Model;27
64;7;2;Model;28
64;8;2;Model;27
64;9;3;Random;28
64;10;0;Model;31
64;11;0;Model;33
64;12;9;Model;30
64;13;0;Random;32
64;14;0;Model;35
64;15;0;Model;33
64;16;0;Model;28
64;17;0;Model;26
64;18;0;Model;25
64;19;7;Model;23
64;20;5;Model;12
64;21;5;Model;5
64;22;2;Model;4
64;23;5;Model;1
64;24;5;Model;0
64;25;5;Model;0
65;1;2;Random;27
65;2;5;Model;17
65;3;2;Model;19
65;4;5;Model;7
65;5;5;Random;1
65;6;6;Model;1
65;7;6;Model;1
65;8;6;Model;1
65;9;6;Model;0
65;10;6;Model;1
65;11;6;Model;1
65;12;6;Model;1
65;13;6;Model;0
65;14;1;Random;0
65;15;6;Model;0
65;16;6;Model;1
65;17;0;Random;0
65;18;6;Model;0
65;19;6;Model;0
65;20;6;Model;0
65;21;6;Model;0
65;22;6;Model;0
65;23;6;Model;1
65;24;6;Model;1
65;25;0;Model;1
65;26;0;Model;1
65;27;6;Model;1
65;28;0;Model;0
65;29;0;Model;1
65;30;2;Model;1
65;31;6;Model;1
65;32;2;Random;0
65;33;2;Model;0
65;34;2;Model;1
65;35;8;Model;1
65;36;8;Model;1
65;37;2;Model;0
65;38;2;Model;0
65;39;6;Random;0
65;40;2;Model;0
65;41;7;Model;0
66;1;7;Random;27
66;2;6;Model;25
66;3;2;Model;28
66;4;8;Model;32
66;5;8;Model;28
66;6;8;Model;23
66;7;8;Model;18
66;8;8;Model;12
66;9;8;Model;9
66;10;3;Random;9
66;11;8;Model;8
66;12;8;Model;5
66;13;8;Model;6
66;14;3;Model;2
66;15;3;Model;1
66;16;3;Model;1
66;17;3;Model;1
66;18;5;Random;0
66;19;3;Model;0
66;20;2;Model;0
66;21;3;Model;0
66;22;3;Model;1
66;23;3;Model;2
66;24;6;Model;0
66;25;6;Model;0
66;26;6;Model;2
66;27;3;Model;2
66;28;6;Model;4
66;29;3;Model;4
66;30;6;Model;7
66;31;3;Model;7
66;32;6;Model;12
66;33;6;Model;15
66;34;2;Model;11
66;35;2;Model;10
66;36;2;Model;10
66;37;4;Model;22
66;38;4;Model;32
66;39;2;Model;30
66;40;2;Model;30
66;41;7;Model;36
66;42;2;Model;35
66;43;2;Model;33
66;44;5;Random;18
66;45;9;Random;19
66;46;0;Model;21
66;47;1;Random;19
66;48;0;Model;21
66;49;2;Model;18
66;50;0;Model;20
66;51;0;Model;23
66;52;0;Model;23
66;53;3;Random;27
66;54;6;Model;24
66;55;0;Model;28
66;56;9;Random;29
66;57;6;Model;28
66;58;0;Model;24
66;59;6;Model;19
66;60;0;Model;18
66;61;6;Random;13
66;62;0;Model;13
66;63;0;Model;13
66;64;6;Model;14
66;65;6;Model;23
66;66;6;Random;24
66;67;6;Model;31
66;68;8;Random;32
66;69;6;Model;34
66;70;6;Model;34
66;71;6;Model;31
66;72;6;Model;29
66;73;6;Model;28
66;74;2;Model;25
66;75;2;Model;19
66;76;2;Model;17
66;77;2;Model;16
66;78;2;Model;12
66;79;2;Model;7
66;80;2;Model;3
66;81;2;Model;0
67;1;2;Random;27
67;2;0;Random;29
67;3;3;Model;25
67;4;3;Model;27
67;5;9;Model;26
67;6;3;Model;27
67;7;3;Model;27
67;8;0;Model;30
67;9;3;Model;30
67;10;3;Model;31
67;11;3;Model;30
67;12;3;Model;25
67;13;3;Model;19
67;14;1;Random;16
67;15;3;Model;14
67;16;3;Model;13
67;17;3;Model;13
67;18;3;Model;15
67;19;3;Model;19
67;20;3;Model;21
67;21;3;Model;22
67;22;3;Model;22
67;23;2;Model;22
67;24;2;Random;21
67;25;9;Model;18
67;26;9;Model;15
67;27;2;Model;17
67;28;2;Model;17
67;29;9;Model;15
67;30;2;Model;17
67;31;2;Model;18
67;32;9;Model;14
67;33;3;Model;12
67;34;4;Random;17
67;35;7;Model;23
67;36;7;Model;29
67;37;2;Model;28
67;38;8;Random;21
67;39;7;Model;28
67;40;2;Model;25
67;41;7;Model;34
67;42;7;Model;42
67;43;9;Random;36
67;44;3;Model;37
67;45;3;Model;38
67;46;3;Model;35
67;47;3;Model;33
67;48;2;Random;35
67;49;3;Model;33
67;50;3;Model;33
67;51;1;Random;26
67;52;3;Model;29
67;53;8;Model;17
67;54;8;Model;11
67;55;3;Model;12
67;56;8;Model;7
67;57;8;Model;6
67;58;8;Model;7
67;59;7;Model;6
67;60;8;Model;7
67;61;8;Model;9
67;62;7;Model;7
67;63;3;Model;5
67;64;6;Model;9
67;65;6;Model;10
67;66;3;Model;9
67;67;3;Model;6
67;68;3;Model;7
67;69;6;Model;11
67;70;3;Model;11
67;71;6;Model;20
67;72;3;Model;18
67;73;6;Model;29
67;74;6;Model;38
67;75;6;Model;43
67;76;1;Model;37
67;77;6;Model;43
67;78;6;Model;50
67;79;4;Model;70
67;80;6;Model;70
67;81;1;Model;65
67;82;4;Model;85
67;83;2;Model;82
68;1;2;Random;27
68;2;3;Model;23
68;3;2;Model;27
68;4;3;Model;23
68;5;3;Model;24
68;6;3;Random;26
68;7;5;Random;13
68;8;3;Model;15
68;9;6;Random;15
68;10;3;Model;16
68;11;2;Model;15
68;12;3;Model;16
68;13;2;Model;15
68;14;3;Model;16
68;15;2;Model;15
68;16;3;Model;16
68;17;3;Model;17
68;18;2;Model;16
68;19;3;Model;17
68;20;5;Model;7
68;21;5;Model;1
68;22;8;Model;0
68;23;6;Model;0
68;24;8;Model;1
68;25;3;Model;0
68;26;6;Model;1
68;27;8;Model;1
68;28;7;Model;1
68;29;7;Random;1
68;30;8;Model;1
68;31;8;Model;1
68;32;8;Model;0
68;33;5;Model;0
68;34;8;Model;0
69;1;0;Random;25
69;2;8;Model;27
69;3;8;Model;24
69;4;8;Model;16
69;5;8;Model;9
69;6;8;Model;7
69;7;6;Model;12
69;8;0;Random;18
69;9;6;Model;21
69;10;6;Model;22
69;11;6;Model;23
69;12;6;Model;25
69;13;6;Model;26
69;14;6;Random;23
69;15;2;Model;22
69;16;2;Model;21
69;17;7;Model;21
69;18;2;Model;20
69;19;7;Model;24
69;20;2;Model;23
69;21;6;Model;18
69;22;7;Model;18
69;23;6;Model;16
69;24;5;Random;7
69;25;8;Model;6
69;26;8;Model;7
69;27;8;Model;12
69;28;7;Model;7
69;29;7;Model;6
69;30;8;Model;7
69;31;8;Model;12
69;32;7;Model;7
69;33;8;Model;12
69;34;7;Model;7
69;35;8;Model;12
69;36;3;Model;11
69;37;3;Model;11
69;38;3;Model;12
69;39;3;Model;12
69;40;2;Model;12
69;41;3;Model;12
69;42;2;Model;12
69;43;3;Model;12
69;44;3;Model;11
69;45;3;Model;11
69;46;3;Model;14
69;47;3;Model;16
69;48;3;Model;18
69;49;3;Model;19
69;50;6;Model;18
69;51;3;Model;19
69;52;7;Random;15
69;53;6;Model;12
69;54;6;Model;14
69;55;1;Random;14
69;56;3;Model;12
69;57;5;Random;6
69;58;6;Model;4
69;59;6;Model;7
69;60;6;Model;6
69;61;6;Model;4
69;62;6;Model;4
69;63;7;Model;4
69;64;7;Model;1
69;65;3;Model;0
69;66;6;Model;2
69;67;6;Model;2
69;68;6;Model;0
69;69;7;Model;3
69;70;9;Random;6
69;71;6;Model;3
69;72;3;Model;6
69;73;0;Random;5
69;74;6;Model;5
69;75;6;Model;5
69;76;3;Random;4
69;77;2;Random;5
69;78;7;Model;2
69;79;6;Model;5
69;80;7;Model;5
69;81;6;Model;6
69;82;7;Model;3
69;83;6;Model;0
69;84;1;Model;3
69;85;7;Model;0
69;86;1;Model;3
69;87;6;Model;0
69;88;9;Model;3
69;89;9;Random;3
69;90;6;Model;3
69;91;6;Model;0
69;92;6;Model;0
69;93;1;Model;0
69;94;6;Model;0
69;95;9;Model;0
69;96;6;Model;0
69;97;6;Model;1
69;98;5;Model;0
69;99;1;Model;0
69;100;6;Model;0
69;101;0;Model;1
69;102;0;Model;1
69;103;0;Model;0
69;104;0;Model;0
70;1;8;Random;23
70;2;9;Model;12
70;3;1;Model;7
70;4;1;Model;2
70;5;2;Model;4
70;6;2;Model;4
70;7;2;Model;4
70;8;2;Model;4
70;9;2;Model;7
70;10;2;Model;9
70;11;2;Model;9
70;12;2;Model;9
70;13;6;Model;15
70;14;6;Model;17
70;15;6;Model;13
70;16;2;Model;9
70;17;2;Model;8
70;18;6;Model;13
70;19;6;Model;17
70;20;3;Model;17
70;21;3;Model;17
70;22;6;Model;19
70;23;3;Model;19
70;24;3;Model;20
70;25;3;Model;23
70;26;8;Random;18
70;27;3;Model;21
70;28;3;Model;22
70;29;6;Model;23
70;30;3;Model;25
70;31;6;Model;26
70;32;3;Model;28
70;33;3;Model;30
70;34;6;Random;29
70;35;6;Model;29
70;36;3;Model;31
70;37;6;Model;33
70;38;6;Model;24
70;39;6;Model;19
70;40;6;Model;17
70;41;6;Model;12
70;42;6;Model;15
70;43;6;Model;17
70;44;6;Model;27
70;45;6;Model;35
70;46;3;Model;31
70;47;6;Model;32
70;48;6;Model;34
70;49;4;Random;48
70;50;6;Model;47
70;51;6;Random;52
70;52;6;Model;51
70;53;6;Model;45
70;54;6;Model;35
70;55;3;Model;43
70;56;6;Model;34
70;57;3;Model;41
70;58;6;Model;28
70;59;3;Model;34
70;60;6;Model;20
70;61;3;Model;25
70;62;6;Model;15
70;63;3;Model;19
70;64;3;Model;25
70;65;6;Model;19
70;66;6;Model;14
70;67;3;Model;17
70;68;6;Model;16
70;69;6;Random;16
70;70;3;Model;20
70;71;3;Model;22
70;72;3;Model;23
70;73;6;Model;20
70;74;8;Random;20
70;75;3;Model;22
70;76;6;Random;19
70;77;3;Model;20
70;78;3;Model;20
70;79;3;Model;21
70;80;1;Random;25
70;81;6;Model;20
70;82;3;Model;21
70;83;3;Model;25
70;84;1;Model;30
70;85;6;Model;21
70;86;3;Model;25
70;87;4;Model;36
70;88;6;Model;29
70;89;3;Model;30
70;90;1;Model;36
70;91;6;Model;29
70;92;4;Model;42
70;93;4;Model;58
71;1;3;Random;24
71;2;8;Model;19
71;3;1;Random;12
71;4;8;Model;10
71;5;3;Model;7
71;6;8;Model;4
71;7;8;Model;2
71;8;3;Model;3
71;9;9;Model;5
71;10;9;Model;12
